loan_id,payment_amount,payment_date,missed
11896,153,2019-02-16,1
11896,127,2019-03-11,1
11896,113,2019-04-14,0
11896,99,2019-05-09,1
11896,156,2019-06-01,1
11896,114,2019-06-29,0
11896,140,2019-07-20,1
11896,118,2019-09-05,1
11685,1914,2017-02-15,1
11685,1954,2017-03-27,0
11685,1423,2017-04-22,1
11685,1363,2017-05-06,1
11685,1836,2017-05-16,0
11685,2212,2017-06-11,1
11685,1401,2017-07-11,1
10525,865,2020-07-31,0
10525,1246,2020-09-01,0
10525,770,2020-09-21,0
10525,1441,2020-10-18,0
10525,1483,2020-11-17,1
10525,1405,2020-12-13,0
10525,1113,2021-01-21,1
10679,479,2013-10-15,0
10679,363,2013-11-07,0
10679,487,2013-12-11,0
10679,665,2014-01-28,1
10679,485,2014-03-13,1
10679,388,2014-04-08,0
10679,445,2014-05-17,0
10679,671,2014-06-09,0
11878,625,2020-02-29,0
11878,811,2020-04-04,1
11878,992,2020-04-22,1
11878,739,2020-05-27,0
11878,919,2020-06-30,1
11878,563,2020-07-18,1
11878,589,2020-08-27,0
11768,1421,2016-05-17,1
11768,2177,2016-05-31,0
11768,1544,2016-06-27,0
11768,2034,2016-08-09,1
11768,1337,2016-09-09,1
11768,1494,2016-10-28,1
11768,2224,2016-12-16,0
10345,787,2018-03-03,0
10345,1034,2018-03-20,1
10345,778,2018-04-03,0
10345,882,2018-05-18,1
10345,1146,2018-06-23,1
10345,1155,2018-07-23,1
10345,917,2018-08-26,1
10345,818,2018-09-24,0
10931,1330,2020-06-08,0
10931,1009,2020-07-14,1
10931,1413,2020-08-15,1
10931,1030,2020-09-27,0
10931,1104,2020-10-29,0
10931,1091,2020-12-07,1
10931,1143,2021-01-06,1
11323,604,2019-09-29,0
11323,769,2019-10-30,0
11323,456,2019-11-19,1
11323,775,2019-12-17,1
11323,727,2020-01-19,1
11521,233,2014-06-29,1
11521,334,2014-08-15,1
11521,369,2014-09-27,1
11521,229,2014-11-02,0
11521,233,2014-12-09,1
11521,240,2015-01-20,1
11521,428,2015-03-05,1
10435,1453,2016-07-11,1
10435,1851,2016-07-22,0
10435,1866,2016-08-06,1
10435,2049,2016-09-14,1
10435,2373,2016-10-19,0
11447,1354,2015-08-01,0
11447,2221,2015-08-15,0
11447,1548,2015-09-09,0
11447,2010,2015-10-04,1
11447,2313,2015-11-15,1
11447,1229,2015-11-27,0
11130,259,2017-07-06,1
11130,214,2017-07-31,0
11130,242,2017-08-12,0
11130,189,2017-09-17,0
11130,262,2017-10-08,0
11130,269,2017-11-01,1
11130,174,2017-12-19,1
11675,1510,2016-04-13,1
11675,1896,2016-05-18,1
11675,2229,2016-06-15,1
11675,1419,2016-06-29,0
11675,1693,2016-08-03,1
11675,1672,2016-08-19,0
11675,2372,2016-09-07,0
10529,1785,2014-12-14,1
10529,1547,2015-01-21,1
10529,1894,2015-02-20,1
10529,1606,2015-03-02,0
10529,1435,2015-03-22,0
10529,1755,2015-04-11,1
10897,919,2017-12-19,0
10897,1178,2018-01-16,1
10897,1257,2018-02-06,1
10897,1218,2018-03-26,1
10897,867,2018-05-01,0
10897,1098,2018-06-08,0
10897,1183,2018-07-05,1
10170,2019,2014-11-05,0
10170,2888,2014-11-27,1
10170,1611,2014-12-08,1
10170,1750,2015-01-22,0
10170,1536,2015-02-10,1
10170,1839,2015-03-31,0
10170,1526,2015-04-21,0
11427,815,2020-01-06,1
11427,1135,2020-01-26,0
11427,1504,2020-03-04,0
11427,998,2020-04-08,1
11427,782,2020-05-23,0
11427,1155,2020-07-06,1
11427,1523,2020-08-21,1
11427,968,2020-09-16,1
11445,556,2012-03-02,1
11445,608,2012-04-02,0
11445,697,2012-05-14,0
11445,731,2012-06-01,0
11445,508,2012-07-02,1
10296,1283,2010-07-04,1
10296,1861,2010-07-15,0
10296,1201,2010-08-14,1
10296,1126,2010-09-25,0
10296,1701,2010-10-31,0
10653,1094,2019-09-19,0
10653,1549,2019-10-30,0
10653,961,2019-11-22,1
10653,1672,2020-01-10,1
10653,1285,2020-01-24,1
10653,1279,2020-03-10,1
10653,1375,2020-04-27,0
10653,1078,2020-05-28,0
10653,1572,2020-06-24,0
10684,2158,2013-08-08,1
10684,2276,2013-09-16,1
10684,2141,2013-10-06,1
10684,1839,2013-10-18,0
10684,1658,2013-11-22,1
10684,1902,2014-01-03,1
10684,1452,2014-02-11,1
10888,1581,2012-07-17,0
10888,2222,2012-08-22,0
10888,1463,2012-10-07,1
10888,2482,2012-11-15,1
10888,1698,2013-01-03,1
10888,1870,2013-01-26,1
10888,2016,2013-03-12,1
10888,1669,2013-03-29,1
11170,1345,2018-12-30,1
11170,927,2019-01-21,0
11170,998,2019-02-13,0
11170,996,2019-03-20,0
11170,1036,2019-04-22,1
11185,439,2018-10-01,0
11185,744,2018-11-04,0
11185,718,2018-12-10,0
11185,774,2019-01-21,1
11185,474,2019-02-05,1
11185,609,2019-02-16,1
10358,425,2012-12-12,1
10358,706,2013-01-14,0
10358,756,2013-02-12,0
10358,615,2013-03-11,0
10358,427,2013-04-27,0
10292,422,2016-04-03,1
10292,404,2016-05-08,0
10292,295,2016-05-18,1
10292,406,2016-06-13,0
10292,408,2016-07-15,0
10292,405,2016-08-13,0
10292,448,2016-08-30,0
11234,585,2020-04-18,1
11234,362,2020-05-01,1
11234,425,2020-05-14,1
11234,608,2020-06-06,1
11234,534,2020-07-17,1
11234,444,2020-08-14,1
11234,363,2020-08-31,0
11275,964,2016-12-27,1
11275,897,2017-01-31,0
11275,818,2017-03-03,1
11275,968,2017-04-08,1
11275,969,2017-05-02,0
11275,940,2017-06-04,0
10913,234,2015-05-25,0
10913,161,2015-06-05,0
10913,195,2015-07-11,1
10913,195,2015-07-24,1
10913,267,2015-08-25,0
10913,147,2015-09-04,0
11193,847,2013-07-08,0
11193,691,2013-07-28,0
11193,915,2013-09-13,1
11193,610,2013-10-25,1
11193,633,2013-11-27,0
11193,860,2013-12-30,1
11193,696,2014-01-23,0
11193,592,2014-02-14,1
11193,806,2014-03-24,1
11257,2627,2019-09-10,0
11257,2136,2019-10-15,1
11257,2261,2019-11-25,0
11257,2465,2019-12-08,1
11257,2223,2020-01-18,1
11257,1980,2020-01-30,0
10280,401,2013-03-26,1
10280,423,2013-04-22,1
10280,566,2013-05-24,1
10280,475,2013-07-09,1
10280,426,2013-08-23,0
10280,432,2013-09-25,0
10178,1974,2017-07-29,1
10178,1739,2017-08-08,1
10178,1582,2017-08-18,1
10178,1503,2017-09-10,0
10178,1393,2017-10-22,0
10178,1795,2017-12-10,0
10178,1436,2018-01-13,0
10178,2009,2018-01-25,1
10397,1174,2010-03-21,1
10397,1461,2010-04-20,0
10397,941,2010-05-17,1
10397,1415,2010-06-13,0
10397,1012,2010-07-14,0
10397,1277,2010-07-31,0
10416,867,2016-04-24,1
10416,1038,2016-05-23,0
10416,1359,2016-07-11,1
10416,1371,2016-08-28,0
10416,1258,2016-09-19,1
11730,1532,2016-08-22,0
11730,1643,2016-09-02,0
11730,1160,2016-10-12,0
11730,1285,2016-11-12,0
11730,1261,2016-12-27,1
10155,2006,2014-03-06,1
10155,1104,2014-04-11,0
10155,1092,2014-04-21,0
10155,1251,2014-05-22,0
10155,1648,2014-06-21,1
10155,1649,2014-07-01,1
10155,1311,2014-08-10,1
10155,1760,2014-08-25,1
10155,1613,2014-10-12,0
11708,1206,2015-05-26,0
11708,2040,2015-06-07,1
11708,2120,2015-06-23,1
11708,1939,2015-08-11,1
11708,2121,2015-09-11,0
11187,107,2016-07-09,1
11187,110,2016-08-20,0
11187,71,2016-10-06,1
11187,118,2016-10-30,0
11187,125,2016-11-19,0
11187,78,2016-12-18,0
11187,116,2017-01-20,0
11609,552,2015-12-31,0
11609,933,2016-02-18,1
11609,881,2016-04-01,0
11609,681,2016-05-09,0
11609,930,2016-06-07,1
10293,2585,2010-07-30,1
10293,1969,2010-09-12,0
10293,2011,2010-09-25,0
10293,1710,2010-10-17,0
10293,1879,2010-11-10,1
10293,1867,2010-12-25,1
10293,1675,2011-02-06,0
11355,1333,2021-02-11,1
11355,2128,2021-03-25,1
11355,1454,2021-05-02,1
11355,1921,2021-05-13,1
11355,2252,2021-06-26,0
11355,2054,2021-07-26,1
11355,1370,2021-08-09,1
11729,1429,2018-05-15,1
11729,1055,2018-07-01,1
11729,1380,2018-07-26,0
11729,780,2018-08-13,0
11729,1429,2018-09-24,1
11729,1378,2018-10-19,1
11729,1295,2018-11-18,1
11459,79,2013-03-20,0
11459,100,2013-04-15,0
11459,89,2013-05-23,1
11459,103,2013-06-14,0
11459,68,2013-07-16,1
11717,1275,2011-06-14,1
11717,1300,2011-06-30,1
11717,1450,2011-07-21,1
11717,1208,2011-09-05,1
11717,1059,2011-09-19,1
11717,871,2011-10-18,1
11717,1257,2011-11-16,0
11717,1129,2011-12-01,0
11717,1360,2012-01-16,0
11505,1579,2019-04-07,0
11505,1378,2019-05-23,1
11505,1696,2019-06-07,0
11505,1528,2019-06-21,0
11505,1824,2019-07-14,0
11505,1971,2019-08-15,1
11281,1092,2012-07-17,1
11281,1359,2012-08-26,1
11281,1315,2012-10-11,0
11281,1882,2012-11-07,0
11281,1292,2012-11-21,0
11281,1775,2012-12-11,0
11281,1883,2012-12-29,0
10395,501,2010-09-13,1
10395,844,2010-10-26,0
10395,724,2010-11-08,1
10395,654,2010-12-14,0
10395,489,2011-01-28,1
10395,807,2011-03-01,1
10395,445,2011-04-08,0
10395,744,2011-05-07,0
11823,1347,2019-11-03,1
11823,1280,2019-11-19,0
11823,1647,2019-12-10,1
11823,1132,2019-12-21,1
11823,1679,2020-02-01,0
11823,1856,2020-02-14,0
11823,1362,2020-03-21,1
11823,2049,2020-04-19,0
10631,1984,2018-06-03,1
10631,2372,2018-06-24,1
10631,1809,2018-07-08,0
10631,1763,2018-07-27,0
10631,2137,2018-08-08,1
10631,2869,2018-08-22,1
10631,2058,2018-09-02,0
10631,2053,2018-09-12,0
10723,2339,2010-07-16,0
10723,1364,2010-07-31,0
10723,1686,2010-09-02,0
10723,2161,2010-10-12,0
10723,2210,2010-11-21,0
10647,129,2013-06-05,1
10647,86,2013-07-21,0
10647,83,2013-08-24,1
10647,112,2013-10-07,0
10647,94,2013-11-15,1
10647,131,2013-11-30,1
10647,142,2014-01-05,0
10647,85,2014-02-06,1
11892,1254,2013-06-12,0
11892,1078,2013-07-20,0
11892,1301,2013-08-09,0
11892,1064,2013-08-20,0
11892,1016,2013-10-04,1
10783,708,2019-07-07,0
10783,449,2019-07-19,0
10783,693,2019-08-07,0
10783,593,2019-09-17,0
10783,611,2019-10-10,1
10783,746,2019-11-12,0
10783,648,2019-12-22,0
10783,644,2020-01-21,1
10783,416,2020-02-14,0
11395,1346,2017-01-08,1
11395,1813,2017-02-08,1
11395,1776,2017-03-02,1
11395,1454,2017-03-23,1
11395,1765,2017-04-24,1
11395,1889,2017-06-11,0
11395,2082,2017-07-17,0
10498,974,2020-08-22,0
10498,502,2020-09-28,1
10498,600,2020-10-09,0
10498,578,2020-10-23,1
10498,971,2020-11-04,0
10498,963,2020-11-22,1
10498,766,2020-12-08,0
10498,669,2021-01-12,1
10498,762,2021-02-21,1
11786,1810,2014-09-22,0
11786,1188,2014-10-17,0
11786,1950,2014-10-30,0
11786,1799,2014-12-04,0
11786,1951,2015-01-02,1
11786,1550,2015-02-09,1
11966,464,2016-12-11,0
11966,438,2017-01-04,1
11966,750,2017-01-28,1
11966,436,2017-02-20,1
11966,757,2017-04-08,0
11966,551,2017-05-13,0
11966,403,2017-06-20,0
11966,493,2017-08-07,1
11016,1641,2012-09-27,0
11016,1617,2012-11-13,0
11016,1886,2012-12-05,1
11016,1075,2013-01-22,0
11016,1266,2013-02-01,0
11016,1097,2013-03-05,1
11016,1680,2013-04-16,0
11016,1754,2013-05-23,1
11306,1036,2017-02-17,1
11306,673,2017-03-01,0
11306,1075,2017-04-18,1
11306,640,2017-06-03,0
11306,1155,2017-06-20,1
11306,983,2017-07-09,1
11177,886,2019-03-23,0
11177,656,2019-05-07,1
11177,878,2019-05-27,0
11177,684,2019-07-14,0
11177,580,2019-07-25,0
11130,997,2011-09-15,0
11130,1245,2011-09-28,1
11130,1064,2011-10-28,1
11130,1015,2011-12-06,1
11130,909,2011-12-22,1
11130,1148,2012-01-16,0
10737,962,2018-10-06,1
10737,905,2018-10-30,1
10737,777,2018-12-13,1
10737,1052,2019-01-27,1
10737,1301,2019-03-01,0
10737,900,2019-04-12,1
10737,1165,2019-05-03,0
10844,1321,2014-11-18,0
10844,785,2014-12-06,0
10844,831,2015-01-16,0
10844,1066,2015-03-05,1
10844,1213,2015-03-25,0
10844,726,2015-04-15,0
10844,1025,2015-04-27,0
10844,961,2015-06-09,0
11664,552,2015-07-22,1
11664,637,2015-09-08,1
11664,674,2015-10-23,0
11664,611,2015-11-19,0
11664,506,2016-01-03,0
10832,1664,2019-06-10,0
10832,1484,2019-07-27,1
10832,1273,2019-08-24,1
10832,1500,2019-09-18,1
10832,1368,2019-09-30,0
10832,1445,2019-10-14,1
10832,1489,2019-12-02,0
10832,1239,2019-12-17,0
10832,1480,2020-01-22,0
10279,947,2010-06-10,1
10279,1127,2010-07-18,0
10279,897,2010-08-21,0
10279,1464,2010-09-27,0
10279,1034,2010-10-17,0
10279,1043,2010-11-09,1
10279,1609,2010-12-27,1
11636,1954,2011-08-04,1
11636,1957,2011-08-16,1
11636,1185,2011-09-12,1
11636,1617,2011-10-22,0
11636,1212,2011-11-04,0
11636,1622,2011-11-27,0
11636,1603,2012-01-09,0
11636,1581,2012-02-17,1
11636,1274,2012-03-31,0
10022,317,2012-09-26,0
10022,337,2012-10-13,1
10022,353,2012-11-25,0
10022,352,2012-12-22,0
10022,228,2013-01-04,0
10022,313,2013-01-25,0
10729,1489,2010-06-14,0
10729,1306,2010-07-26,1
10729,1190,2010-09-09,1
10729,1611,2010-10-18,0
10729,1510,2010-11-16,1
10729,1547,2010-12-09,1
10729,1599,2011-01-12,0
10566,2110,2013-11-03,0
10566,1717,2013-11-24,0
10566,1729,2014-01-09,1
10566,2079,2014-02-08,0
10566,1696,2014-03-26,0
10521,1189,2014-12-03,1
10521,1040,2015-01-07,0
10521,881,2015-01-21,0
10521,1044,2015-02-18,0
10521,1510,2015-03-18,1
10521,1273,2015-05-01,0
10521,1375,2015-06-10,0
10521,972,2015-06-26,1
11947,2461,2018-04-08,0
11947,1875,2018-04-20,0
11947,1409,2018-05-17,1
11947,1789,2018-06-04,0
11947,2146,2018-07-05,1
11947,1984,2018-07-24,1
11947,2330,2018-08-15,0
11973,785,2010-11-13,1
11973,755,2010-11-27,0
11973,519,2010-12-13,0
11973,454,2010-12-29,0
11973,498,2011-01-20,1
11973,464,2011-02-06,0
11973,669,2011-03-25,1
11973,670,2011-04-07,0
11973,489,2011-04-26,1
11248,445,2016-10-24,0
11248,287,2016-11-26,0
11248,263,2017-01-04,1
11248,322,2017-01-21,0
11248,273,2017-02-07,0
11698,937,2012-12-20,0
11698,868,2012-12-31,1
11698,1442,2013-01-16,0
11698,1240,2013-02-21,0
11698,1007,2013-03-06,0
11698,1349,2013-04-11,0
10703,931,2018-07-19,1
10703,766,2018-08-12,1
10703,1097,2018-08-31,0
10703,1085,2018-09-16,1
10703,855,2018-10-17,0
10703,967,2018-11-20,0
10703,735,2018-12-22,1
10703,1023,2019-01-22,0
10703,883,2019-02-01,1
11602,329,2020-08-21,0
11602,383,2020-09-19,1
11602,396,2020-10-13,1
11602,335,2020-11-16,0
11602,266,2020-12-30,1
10107,721,2013-03-31,0
10107,717,2013-05-18,0
10107,834,2013-06-17,0
10107,862,2013-07-14,0
10107,906,2013-08-12,1
10107,972,2013-08-23,1
10107,622,2013-09-10,1
10107,858,2013-10-11,0
11853,190,2010-11-24,1
11853,224,2011-01-09,0
11853,268,2011-02-04,1
11853,224,2011-02-22,1
11853,222,2011-03-25,0
11006,648,2014-08-17,1
11006,761,2014-09-14,1
11006,624,2014-10-05,1
11006,587,2014-10-30,0
11006,540,2014-11-17,0
11006,658,2014-11-28,0
11006,617,2015-01-10,1
11006,763,2015-02-10,1
11006,539,2015-02-27,0
11492,1285,2017-09-09,0
11492,1705,2017-09-24,1
11492,1660,2017-10-17,1
11492,1794,2017-11-20,1
11492,1698,2017-11-30,1
11492,1725,2017-12-25,0
11492,1773,2018-01-14,0
11492,1654,2018-02-28,0
11492,1302,2018-03-23,1
10365,1370,2020-09-01,0
10365,2290,2020-10-02,1
10365,2161,2020-10-27,1
10365,1680,2020-11-20,1
10365,2509,2020-12-19,0
10365,1831,2021-01-08,0
10365,1641,2021-01-25,1
10365,1824,2021-02-09,0
10853,1863,2016-10-09,1
10853,1431,2016-10-28,1
10853,2037,2016-11-10,1
10853,2014,2016-12-01,1
10853,1155,2017-01-06,1
10853,1640,2017-01-23,0
10853,1467,2017-02-13,1
10684,385,2020-03-30,1
10684,534,2020-04-13,1
10684,335,2020-04-24,1
10684,395,2020-06-01,1
10684,311,2020-07-05,0
10684,382,2020-08-21,1
10684,302,2020-09-12,1
10269,404,2013-03-03,0
10269,379,2013-03-30,1
10269,233,2013-04-09,1
10269,240,2013-05-01,1
10269,397,2013-05-20,1
10269,360,2013-06-14,0
10269,364,2013-06-27,0
11110,590,2017-09-29,1
11110,470,2017-10-11,1
11110,418,2017-11-21,0
11110,610,2018-01-02,0
11110,727,2018-01-28,0
11110,402,2018-03-10,0
11110,383,2018-03-20,0
11110,733,2018-04-28,0
11642,743,2011-04-14,1
11642,767,2011-05-23,0
11642,595,2011-06-21,1
11642,918,2011-07-23,1
11642,649,2011-08-05,0
11642,568,2011-08-25,0
11642,762,2011-10-04,0
11642,859,2011-11-01,0
10048,1717,2017-06-30,0
10048,1466,2017-07-16,1
10048,1100,2017-07-26,0
10048,1192,2017-09-11,0
10048,1345,2017-10-27,1
10048,1540,2017-11-06,0
10048,1094,2017-12-01,1
10048,1419,2017-12-24,0
10404,587,2012-03-29,1
10404,628,2012-05-11,0
10404,472,2012-06-22,1
10404,418,2012-07-29,1
10404,621,2012-08-16,1
10404,722,2012-08-28,0
10404,728,2012-10-16,1
10404,403,2012-11-12,0
10710,1071,2010-04-21,0
10710,807,2010-05-27,1
10710,746,2010-06-24,1
10710,743,2010-08-03,1
10710,1110,2010-08-15,0
10710,1132,2010-09-07,1
10710,1399,2010-10-22,1
10710,728,2010-12-10,1
10710,883,2011-01-24,1
10472,719,2014-06-18,1
10472,627,2014-07-15,0
10472,720,2014-08-07,0
10472,756,2014-09-18,1
10472,695,2014-09-29,1
10472,823,2014-10-30,1
10472,534,2014-11-30,0
10472,874,2014-12-19,1
10472,668,2015-01-12,1
11896,1983,2019-09-09,1
11896,2227,2019-10-12,1
11896,1755,2019-10-23,0
11896,2405,2019-11-29,0
11896,1819,2019-12-22,1
11896,2489,2020-01-17,1
11896,2724,2020-02-03,0
11896,1415,2020-03-08,1
11896,1883,2020-03-22,1
10921,1523,2018-05-16,0
10921,1413,2018-06-27,1
10921,1822,2018-08-10,1
10921,1947,2018-08-29,0
10921,1372,2018-10-07,0
10921,1539,2018-11-10,0
10578,2378,2020-11-30,1
10578,2350,2021-01-03,0
10578,1989,2021-01-31,0
10578,1485,2021-03-04,0
10578,1737,2021-04-05,1
10578,1572,2021-05-05,0
10578,2070,2021-06-20,0
11962,2124,2015-12-09,0
11962,1854,2016-01-26,1
11962,2531,2016-03-03,1
11962,2668,2016-04-20,1
11962,2557,2016-04-30,0
11962,2223,2016-05-25,0
11962,1494,2016-06-27,1
11907,2328,2010-04-02,0
11907,1488,2010-05-02,0
11907,2401,2010-06-05,0
11907,1664,2010-07-01,1
11907,2335,2010-08-09,1
11609,1144,2013-05-13,0
11609,1150,2013-06-14,0
11609,1036,2013-08-01,1
11609,1533,2013-08-15,0
11609,1111,2013-09-01,0
11609,917,2013-10-05,0
11609,1582,2013-10-24,0
11609,1264,2013-11-25,1
11609,1387,2013-12-17,0
11098,754,2011-02-07,0
11098,511,2011-03-14,0
11098,796,2011-04-10,0
11098,491,2011-05-10,1
11098,682,2011-06-10,0
11098,636,2011-07-20,1
11098,605,2011-08-21,0
11098,604,2011-09-09,0
11098,848,2011-10-23,0
11935,2079,2013-01-02,0
11935,2502,2013-02-16,0
11935,1438,2013-03-13,1
11935,2321,2013-04-06,1
11935,1475,2013-05-16,0
11935,1490,2013-07-01,0
11354,888,2017-09-20,1
11354,778,2017-11-07,0
11354,1043,2017-12-26,1
11354,800,2018-02-08,0
11354,841,2018-03-28,0
11354,1370,2018-05-11,1
11860,861,2014-06-26,1
11860,750,2014-07-08,0
11860,782,2014-08-07,0
11860,1375,2014-09-08,1
11860,1111,2014-10-08,0
10135,1449,2014-11-12,0
10135,1111,2014-11-26,0
10135,1029,2014-12-10,1
10135,1111,2015-01-02,0
10135,1180,2015-01-24,1
10135,1307,2015-02-12,0
10135,811,2015-03-27,1
10135,1217,2015-04-08,1
10770,847,2015-04-16,1
10770,673,2015-05-18,0
10770,1019,2015-06-18,1
10770,1113,2015-08-04,1
10770,924,2015-09-19,0
10770,1142,2015-10-27,0
10770,1238,2015-11-26,1
10770,926,2015-12-18,1
10835,1326,2010-09-05,0
10835,2240,2010-10-21,1
10835,1444,2010-11-30,1
10835,2169,2011-01-09,0
10835,2298,2011-01-23,0
10835,1372,2011-02-21,0
10835,1432,2011-04-04,1
11204,1425,2014-10-23,1
11204,1481,2014-11-20,1
11204,2055,2014-12-16,1
11204,1993,2015-01-15,0
11204,1774,2015-02-18,1
11204,1358,2015-03-12,1
11204,2000,2015-03-25,1
11204,2087,2015-04-27,1
10566,278,2010-09-27,0
10566,300,2010-10-07,0
10566,342,2010-10-24,0
10566,246,2010-11-22,0
10566,465,2010-12-11,1
10566,248,2011-01-19,1
10317,2655,2017-09-05,0
10317,2677,2017-10-19,1
10317,1533,2017-11-30,1
10317,1449,2018-01-07,1
10317,1998,2018-01-31,1
10317,2057,2018-02-12,1
10317,2662,2018-03-15,0
10317,2426,2018-03-28,0
10222,1330,2015-01-02,0
10222,1098,2015-01-20,1
10222,1624,2015-02-20,1
10222,1821,2015-03-28,0
10222,1696,2015-04-23,0
11580,208,2019-03-13,0
11580,186,2019-04-29,1
11580,204,2019-06-11,0
11580,321,2019-07-02,0
11580,196,2019-07-30,1
11580,306,2019-08-30,0
11580,283,2019-10-16,0
11580,227,2019-11-22,0
11580,206,2019-12-05,1
10647,594,2017-11-02,0
10647,916,2017-12-13,1
10647,755,2018-01-09,1
10647,923,2018-01-19,1
10647,884,2018-03-08,0
10647,867,2018-04-23,0
10647,804,2018-05-24,1
10647,688,2018-06-16,0
10763,1267,2016-10-06,1
10763,1065,2016-11-07,1
10763,958,2016-12-07,0
10763,1173,2017-01-24,1
10763,1012,2017-02-20,0
10763,1269,2017-03-28,1
10763,952,2017-05-10,0
10432,201,2012-07-18,1
10432,231,2012-09-03,0
10432,298,2012-10-16,0
10432,166,2012-12-02,0
10432,263,2012-12-29,1
10432,167,2013-02-14,1
10432,166,2013-03-25,1
10432,234,2013-05-06,0
10313,80,2018-12-03,0
10313,150,2018-12-21,1
10313,131,2019-01-08,1
10313,119,2019-01-28,1
10313,105,2019-03-09,1
10313,81,2019-04-02,1
10313,137,2019-05-20,1
10313,103,2019-06-13,1
10313,116,2019-07-29,1
11667,1111,2013-02-06,0
11667,826,2013-03-17,0
11667,1387,2013-04-05,1
11667,913,2013-05-22,1
11667,1409,2013-06-27,1
11667,1172,2013-08-13,1
11667,1104,2013-10-01,1
11667,910,2013-10-27,0
11608,1316,2012-06-29,0
11608,1015,2012-08-08,1
11608,1278,2012-09-20,0
11608,974,2012-10-02,0
11608,1101,2012-10-25,1
11608,1394,2012-11-14,0
11608,1073,2012-12-24,0
11608,1388,2013-02-01,0
11608,773,2013-03-03,0
11947,1341,2016-07-28,0
11947,1543,2016-08-25,0
11947,1559,2016-10-05,0
11947,1051,2016-11-04,0
11947,1338,2016-12-08,1
11947,1400,2017-01-12,1
10080,214,2015-04-27,1
10080,280,2015-06-04,0
10080,231,2015-07-02,0
10080,246,2015-08-06,0
10080,272,2015-08-20,0
10080,341,2015-09-16,0
10080,340,2015-10-31,1
10861,1522,2010-08-21,0
10861,1124,2010-09-09,1
10861,970,2010-09-23,0
10861,1037,2010-10-30,1
10861,1179,2010-11-14,0
11349,1353,2019-03-26,0
11349,1235,2019-04-06,0
11349,1213,2019-04-19,1
11349,1108,2019-05-21,0
11349,1022,2019-07-02,1
11023,856,2010-12-23,0
11023,543,2011-01-13,0
11023,954,2011-02-15,0
11023,616,2011-03-04,0
11023,580,2011-03-29,1
11023,965,2011-04-12,1
11023,753,2011-05-29,1
10888,1574,2011-09-16,1
10888,833,2011-10-30,0
10888,1308,2011-11-24,1
10888,885,2012-01-02,1
10888,1608,2012-01-12,1
10888,819,2012-02-23,1
11870,1556,2020-02-22,1
11870,1280,2020-03-24,1
11870,1507,2020-04-12,1
11870,1438,2020-05-25,1
11870,1405,2020-06-16,1
11870,1308,2020-07-05,0
11870,1000,2020-08-08,1
10878,1661,2019-03-09,1
10878,1536,2019-03-23,1
10878,1728,2019-04-27,1
10878,1404,2019-05-20,1
10878,1351,2019-06-26,1
10019,2114,2011-05-22,1
10019,1990,2011-07-06,0
10019,2432,2011-08-02,0
10019,2466,2011-08-24,1
10019,2445,2011-10-03,1
10019,1868,2011-10-21,1
10019,2193,2011-11-23,1
10716,173,2019-10-26,1
10716,93,2019-11-11,1
10716,168,2019-11-27,0
10716,140,2020-01-07,1
10716,172,2020-02-05,1
11222,1456,2019-11-11,1
11222,1721,2019-12-12,1
11222,2086,2020-01-27,0
11222,1543,2020-02-15,1
11222,2061,2020-03-24,1
11222,1612,2020-04-14,1
11222,1741,2020-04-27,0
11222,2064,2020-06-12,1
10624,369,2015-12-26,1
10624,540,2016-01-13,0
10624,356,2016-02-18,1
10624,534,2016-03-26,0
10624,363,2016-04-12,1
10624,364,2016-05-10,1
10624,498,2016-05-22,1
10624,439,2016-06-15,1
10624,515,2016-07-20,0
11851,1708,2015-10-08,1
11851,1853,2015-11-25,1
11851,2020,2016-01-10,1
11851,2288,2016-02-06,1
11851,2135,2016-03-06,1
11851,2382,2016-04-08,0
11851,2398,2016-05-20,0
11851,1807,2016-06-16,1
11317,452,2015-03-26,0
11317,487,2015-05-12,1
11317,637,2015-05-28,1
11317,583,2015-06-23,0
11317,724,2015-08-08,1
11317,598,2015-08-27,0
11317,794,2015-09-19,1
10673,1458,2015-01-06,1
10673,1125,2015-02-17,0
10673,1507,2015-03-14,1
10673,1472,2015-04-23,0
10673,1187,2015-05-14,1
10673,1197,2015-05-26,1
10673,1050,2015-07-03,0
10673,1720,2015-08-12,0
10673,1549,2015-09-09,0
10859,1936,2012-04-08,0
10859,1500,2012-05-24,1
10859,1540,2012-06-05,0
10859,1587,2012-07-16,0
10859,1800,2012-08-06,1
10859,1100,2012-08-27,0
10859,1105,2012-10-15,1
10859,1423,2012-11-28,1
10232,1371,2012-10-25,1
10232,1624,2012-11-10,0
10232,1337,2012-12-25,1
10232,1822,2013-01-22,1
10232,1619,2013-02-25,1
10232,1312,2013-04-03,0
10733,1696,2017-04-23,1
10733,1543,2017-05-31,1
10733,1081,2017-06-15,0
10733,1271,2017-07-04,0
10733,913,2017-07-22,1
10733,1747,2017-08-30,1
11928,175,2012-11-12,0
11928,232,2012-11-22,0
11928,288,2012-12-26,0
11928,173,2013-01-14,0
11928,296,2013-02-17,0
11928,304,2013-03-26,0
11347,247,2013-03-25,1
11347,234,2013-05-03,1
11347,275,2013-05-30,0
11347,308,2013-06-25,1
11347,220,2013-07-15,1
11347,361,2013-07-28,0
11013,1661,2013-01-21,1
11013,1529,2013-03-07,1
11013,1422,2013-04-18,1
11013,2233,2013-05-14,1
